UniProtKB.AC	Ensembl
F8LFX4	
F8W7J2	ENSG00000101844
F8W822	ENSG00000139436
F8WAR4	ENSG00000106554
F8WBB2	ENSG00000136279
F8WBM3	ENSG00000137074
F8WCZ6	ENSG00000182326
F8WD80	ENSG00000184182
F8WDS9	ENSG00000115365
F8WDT8	ENSG00000136271
F8WEJ7	ENSG00000106290
F8WF36	ENSG00000241978
M0R042	ENSG00000104833
M0R1E1	ENSG00000161265
Q30077	
S4R3E6	ENSG00000205442
V5NSU6	
A3FP42	
B2R8Z4	
F2Z337	ENSG00000198125
F2Z3I4	ENSG00000197070
J3KQR4	ENSG00000196724
J3KTC4	ENSG00000198909
J3KTR2	ENSG00000133027
K7ENQ2	ENSG00000196437
K7EQJ6	ENSG00000126653
Q5JZ48	
A0A1W1B630	
A0A1W2PNZ8	ENSG00000078747
A0A1W2PQ63	ENSG00000144824
A0A1W2PQG8	ENSG00000284206
A0A1X7SBT5	ENSG00000122034
A0A1X9I591	
A0A1Z2R873	
B3KV08	
B4DJC0	
B4DRQ5	
B4DTF7	
A0A0A0MP75	ENSG00000167384
A0A0A1TE54	
A6ZIT0	
E9PG19	ENSG00000137478
H3BNN7	ENSG00000092529
H3BNS7	ENSG00000125124
H3BNW0	ENSG00000066654
H3BR67	ENSG00000197162
H3BS60	ENSG00000140525
H3BSH7	ENSG00000141076
H3BSY1	ENSG00000167513
H3BT46	ENSG00000178802
H3BT62	ENSG00000213614
H3BTB9	ENSG00000259288
H3BTI1	ENSG00000149927
H3BTW5	ENSG00000174485
H3BU61	ENSG00000103253
H3BVG2	ENSG00000103248
M0R328	ENSG00000104883
Q15BH2	
Q96AI1	
A6NG75	ENSG00000132819
A6ZIT1	
A7MAP5	
B2NJ18	
E5RH30	ENSG00000079102
F6IQR5	
F8VNV8	ENSG00000167535
F8VP03	ENSG00000144785
F8WB16	ENSG00000077063
F8WBN3	ENSG00000140264
Q8NGF2	
V9GYU2	ENSG00000100124
A0A0C5GDS1	
A0A168GUL9	
B1AMV7	ENSG00000183605
F6IQK2	
F6IR39	
F6VVT6	ENSG00000174175
G9FJI0	
J3KSF7	ENSG00000103479
J3QKY9	ENSG00000166685
J3QL98	ENSG00000154240
K7EII0	ENSG00000160633
K7EIK8	ENSG00000101746
K7EIW3	ENSG00000108984
K7EJI7	ENSG00000105613
K7EJK4	ENSG00000267360
K7EK35	ENSG00000126561
K7EL22	ENSG00000181666
K7ELH3	ENSG00000172081
K7ENC8	ENSG00000256294
K7ENQ6	ENSG00000130816
K7EP16	ENSG00000130811
K7EPQ7	ENSG00000167645
K7EQ13	ENSG00000141349
K7EQJ2	ENSG00000005884
K7EQT1	ENSG00000105325
K7ER24	ENSG00000180329
K7ERY7	ENSG00000131469
K7ERZ3	ENSG00000105355
K7ESF6	ENSG00000197054
K7ESP7	ENSG00000129353
Q5VVH9	ENSG00000171224
U3KQQ1	ENSG00000111674
V9HW09	
V9HW37	
V9HWC2	
A0A0C4DFQ7	ENSG00000182132
A0A0C4DGF0	ENSG00000099219
B3GCI4	
B4DZB1	
V5NQE0	
A0A0H4LTW7	
B6E278	
B7Z469	
D6RAX2	ENSG00000159692
D6RC14	ENSG00000114686
D6RDV2	ENSG00000101019
D6RIT6	ENSG00000173868
E5RH90	ENSG00000186918
F6IQM4	
F8VNW0	ENSG00000011465
F8WAS7	ENSG00000136286
F8WB88	ENSG00000146276
F8WEW4	ENSG00000163389
Q67AC8	
V5L351	
V5NQX4	
V5NRC4	
A0A1Y0B9G5	
A0A1Y5VQX9	
F8VRU1	ENSG00000063046
F8VVF3	ENSG00000135148
F8W0W6	ENSG00000139343
R4RUH6	
A0A075B6W3	ENSG00000211856
A0A075B769	ENSG00000153443
A0A075B7E6	ENSG00000266028
F8VVD4	ENSG00000111596
F8VXF3	ENSG00000135451
F8VXP9	ENSG00000123352
F8VYE0	ENSG00000111481
F8W1D1	ENSG00000185664
I6L9E7	
O19507	
Q6ZVP4	
A0A1W1B5M2	
A0A1W1GST9	
A0A1W2PPP5	ENSG00000108433
A0A1W2PPZ7	ENSG00000181090
B3KQL2	
B4DL45	
D9J2M0	
E1V2J6	
M0R1Q3	ENSG00000125734
M0R373	ENSG00000197372
B3KR92	
B3KV59	
B3VE19	
B4DZ01	
D9UB08	
Q59EI7	
Q59H80	
Q8WUX3	
S4R399	ENSG00000066427
S4R3E1	ENSG00000170545
S4R3P4	ENSG00000213160
B7Z288	
B7Z725	
B7Z760	
J3KPF9	ENSG00000131437
K7ELL7	ENSG00000130175
K7EMX0	ENSG00000171346
K7ENA2	ENSG00000256294
K7EPN4	ENSG00000152223
K7ER22	ENSG00000173581
A2J1N3	
H3BPA0	ENSG00000168589
H3BPZ9	ENSG00000158717
H3BRK0	ENSG00000179335
H3BRY1	ENSG00000058600
H3BUX2	ENSG00000103018
M0QYB1	ENSG00000160410
M0QZI8	ENSG00000167757
M0R030	ENSG00000161671
M0R0D7	ENSG00000174562
M0R0R5	ENSG00000155265
M0R137	ENSG00000101489
M0R263	ENSG00000088247
M0R2X5	ENSG00000213096
Q5W0H4	ENSG00000133112
Q9H8B3	
A0A0D9SEJ2	ENSG00000114062
A0A0D9SFY5	ENSG00000113368
A0A0D9SGH7	ENSG00000196628
A0A0G2JPR9	ENSG00000277177
A0A0G2JSC0	ENSG00000281145
A0A0S2Z5C9	
A0A0U2S4I2	
A0A142J258	
A0A142J274	
A0A0H4MA56	
D6R926	ENSG00000180822
D6R986	ENSG00000113119
D6RAD9	ENSG00000250361
D6RAG2	ENSG00000164142
D6RAN4	ENSG00000163682
D6RBP9	ENSG00000138668
D6RC31	ENSG00000198498
D6RD77	ENSG00000145247
D6RDV7	ENSG00000150625
D6RDZ1	ENSG00000109680
D6RF10	ENSG00000163633
D6RFY7	ENSG00000109576
D6RG14	ENSG00000081189
D6RGE0	ENSG00000145425
D6RGZ9	ENSG00000151883
D6RHH4	ENSG00000204628
D6RIC1	ENSG00000179636
E0AG58	
E5RIN1	ENSG00000105483
F8LFS4	
F8TVY1	
F8WA47	ENSG00000136848
F8WAY7	ENSG00000041880
F8WC54	ENSG00000168615
F8WCH1	ENSG00000018699
F8WEC1	ENSG00000115459
F8WEJ6	ENSG00000152256
G8FQ53	
Q53HB3	
Q5SBK4	
Q68Y63	
X6RAN8	ENSG00000140279
A0A0B5HSU7	
A0A0G2JL95	ENSG00000166411
B2R9B4	
F2Z2S5	ENSG00000151778
F2Z334	ENSG00000229972
J3KPJ3	ENSG00000004660
J3KPJ6	ENSG00000167723
J3KPV1	ENSG00000170791
J3KRH6	ENSG00000067900
J3KT81	ENSG00000150394
K7EIU9	ENSG00000278318
K7EJ04	ENSG00000116017
K7EK59	ENSG00000142655
K7EKV9	ENSG00000152234
K7EKW4	ENSG00000063241
K7ELS6	ENSG00000131482
K7ELZ1	ENSG00000119559
K7EMA9	ENSG00000141644
K7EMM5	ENSG00000183077
K7EMM7	ENSG00000133265
K7ENB5	ENSG00000104756
K7EQ39	ENSG00000166377
K7EQ80	ENSG00000141404
K7EQW8	ENSG00000167460
M0R1F7	ENSG00000105223
Q29938	
Q5T7Y7	ENSG00000160679
Q7Z750	ENSG00000116237
S6CR76	
U3KQC1	ENSG00000065268
X6RBZ7	ENSG00000258366
X6RI79	ENSG00000107290
A6NGJ7	ENSG00000147099
H3BNP1	ENSG00000103194
H3BSM2	ENSG00000166145
H3BU54	ENSG00000166123
H3BVH3	ENSG00000103540
J3KNF3	ENSG00000187605
J3KP16	ENSG00000183246
U5YU24	
U6BN29	
A0A060VHG8	
A0A0G2JS76	ENSG00000276155
A6NIC1	ENSG00000137996
A6ZIT5	
E5RI53	ENSG00000120915
M0R0D6	ENSG00000105374
Q6UWH1	
S4R3A9	ENSG00000139629
A0A0G4PZJ4	
J3QLV1	ENSG00000141219
J3QQJ6	ENSG00000187323
J3QQX5	ENSG00000141380
B5MCP1	ENSG00000055957
B5MCS2	ENSG00000145391
E7ESY4	ENSG00000182979
E7EW00	ENSG00000163714
F6IQX0	
J3KRL0	ENSG00000176658
J3KSH0	ENSG00000131748
J3QKQ0	ENSG00000133313
J3QL10	ENSG00000185158
J3QLH0	ENSG00000125450
J3QQK4	ENSG00000171634
J3QRR6	ENSG00000153982
J3QRZ2	ENSG00000178927
J3QS36	ENSG00000169738
K7SHJ4	
Q5JVE8	ENSG00000126218
Q5SVJ7	ENSG00000156113
Q5T5C7	ENSG00000031698
Q5T6H7	ENSG00000108039
Q5VSR5	ENSG00000067057
Q5W0G0	ENSG00000183853
Q6RFS3	
V9GY40	ENSG00000162623
A0A0C4DGN2	ENSG00000129214
A0A0C4DGS2	ENSG00000206561
A0A0D9SF54	ENSG00000197694
A0A0D9SFJ4	ENSG00000182621
A0A0U1RRM0	ENSG00000283017
A0A142BS56	
A0A142FK32	
A0A0F7T931	
C9JCM2	ENSG00000186814
J3KT80	ENSG00000103047
K7EJ48	ENSG00000095066
K7EKK3	ENSG00000170832
K7EPZ9	ENSG00000141622
K7EQ42	ENSG00000053747
K7EQ95	ENSG00000141837
K7EQF0	ENSG00000127616
K7ERG2	ENSG00000168256
M0QXE9	ENSG00000125656
M0QXU8	ENSG00000105404
M0QZT3	ENSG00000095059
M0R1U5	ENSG00000099326
Q9BCN8	
V9GYX2	ENSG00000134365
A0A0A0MTQ9	ENSG00000134160
A0A0S2IIV1	
A0A0S2Z4E5	
A0A0S4XRB8	
A0A126GVE0	
A0A126GWG7	
C0KZ88	
F2Z395	ENSG00000159588
H3BMT0	ENSG00000206053
H3BQA7	ENSG00000154358
H3BRI0	ENSG00000178741
H3BTF2	ENSG00000140945
H3BU51	ENSG00000156642
H3BV16	ENSG00000140990
J3KQ40	ENSG00000204634
J3KSW2	ENSG00000101751
J3KT63	ENSG00000177728
J3KTA4	ENSG00000108654
K7EIK5	ENSG00000131471
K7EJF4	ENSG00000218891
K7EQ03	ENSG00000126254
K7ER73	ENSG00000134769
O19712	
A0A1B0GV02	ENSG00000169554
E7ETZ4	ENSG00000136261
E7EVJ4	ENSG00000040341
F2XI52	
H7C1V2	ENSG00000135597
H7C2P0	ENSG00000158321
H7C4U4	ENSG00000204564
O78126	
Q30147	
Q86XK9	
A0A090KM77	
B3KSV9	
B3KU56	
B4DNB9	
C9J5C3	ENSG00000114209
C9J739	ENSG00000115677
C9JTT7	ENSG00000163918
C9K059	ENSG00000084453
F5H5L8	ENSG00000165457
H7C042	ENSG00000160584
H7C456	ENSG00000047849
H7C5U7	ENSG00000108848
H7C5V0	ENSG00000108823
Q687H4	
V9GZ48	ENSG00000178252
K7EID4	ENSG00000196712
K7EJC4	ENSG00000129990
K7EKU7	ENSG00000189152
K7EL25	ENSG00000216588
K7ELP2	ENSG00000267796
K7ELQ4	ENSG00000267281
K7EMB9	ENSG00000130734
K7EMF3	ENSG00000091157
K7EMN3	ENSG00000129353
K7ENC6	ENSG00000147889
K7ENG2	ENSG00000063244
K7ENN9	ENSG00000108839
K7ENP6	ENSG00000123136
K7ENX1	ENSG00000171136
K7EQG4	ENSG00000266964
K7ER80	ENSG00000006638
K7ERN4	ENSG00000177051
K7ERZ6	ENSG00000108679
A0A0B5INR8	
A0A0B7J2D2	
A0A0B7MGE7	
A0A0C4DGS9	ENSG00000134255
A0A0C4DGW1	ENSG00000047365
S5DU12	
A0A126GVI8	
A0A126GVS0	
A0A126GW60	
A0A090MEX8	
A0A0H4LXG1	
B2R8A1	
B7Z4E4	
D6R936	ENSG00000040275
D6R9F5	ENSG00000129116
D6R9F9	ENSG00000164291
D6RBE8	ENSG00000164180
D6RBT1	ENSG00000205302
D6RC84	ENSG00000067606
D6RDH0	ENSG00000183876
D6RDM6	ENSG00000198948
D6REM9	ENSG00000018189
D6RER8	ENSG00000177058
D6RFG4	ENSG00000145725
D6RGE8	ENSG00000137434
D6RGE9	ENSG00000017260
D6RID0	ENSG00000112983
D6RIU1	ENSG00000181381
F8LFV6	
F8W8D9	ENSG00000145730
F8WA66	ENSG00000004700
F8WAS8	ENSG00000133606
F8WCL9	ENSG00000145194
F8WCQ5	ENSG00000100097
F8WCT9	ENSG00000121988
F8WDM0	ENSG00000174891
F8WDT4	ENSG00000164744
F8WDU5	ENSG00000197343
F8WEJ3	ENSG00000163964
F8WEZ9	ENSG00000198464
F8WF27	ENSG00000169908
J3KT93	ENSG00000170190
J3QKP1	ENSG00000039068
Q5R1M4	
Q5SY38	ENSG00000143486
Q68DM9	
V6BQS3	
X6RB12	ENSG00000090659
X6RER8	ENSG00000119403
A0A090N8H6	
A0A0S2IKY2	
A0A0S2Z5U3	
E5RH59	ENSG00000147677
X5D9I7	
A0A0S4T351	
A0A1X9I504	
A0A1X9I5A5	
A0A1Z1GDY1	
A0A1Z3FT70	
A0A218N8X8	
A2J422	
B3KQ45	
B3KTY0	
Q59F41	
R4L6P2	
A0A0K0K1J7	
A0A128E0G0	
B0QZZ3	ENSG00000172943
B1AKV6	ENSG00000101019
B1AMB2	ENSG00000119487
B1AQT4	ENSG00000143228
B2G3G4	
B5B9V7	
Q5SNW5	ENSG00000177000
Q5T7X0	ENSG00000136925
Q5TH08	ENSG00000101040
A0A096LNM2	ENSG00000159069
A0A096LPA1	ENSG00000170092
A0A1B0GX44	
E7EN43	ENSG00000135083
E7EN75	ENSG00000153113
E7EPV1	ENSG00000163806
E7ERG9	ENSG00000180347
E7ESS6	ENSG00000135773
E7ESX1	ENSG00000090539
E7EW83	ENSG00000131355
H7C3M1	ENSG00000133422
J3KSZ8	ENSG00000188895
J3QKM8	ENSG00000134758
J3QLL6	ENSG00000134504
J3QRX0	ENSG00000108465
J3QS73	ENSG00000146872
Q0VGE4	
Q5NTB0	
A0A0J9YVU2	ENSG00000134243
A0A0J9YWJ4	ENSG00000282752
A0A0J9YWY2	ENSG00000177359
A0A0J9YY12	ENSG00000125772
A0A126GWL3	
A0A0B4J239	ENSG00000129562
A0A0H4M9Y0	
B6DP74	
D2Y6K2	
D6R9C4	ENSG00000204580
D6R9I6	ENSG00000144868
D6R9N5	ENSG00000168310
D6RAX9	ENSG00000146067
D6RB73	ENSG00000121073
D6RBY8	ENSG00000094880
D6RC88	ENSG00000198055
D6RD75	ENSG00000071242
D6RDU3	ENSG00000169045
D6RGZ1	ENSG00000153071
D6RI10	ENSG00000128040
D6RIF0	ENSG00000164199
D7GM33	
E5RHA6	ENSG00000158669
E5RIN7	ENSG00000164754
F8W7L6	ENSG00000120251
F8W9I4	ENSG00000130396
F8WAN9	ENSG00000100938
F8WAY6	ENSG00000182185
F8WBF2	ENSG00000079150
F8WBH0	ENSG00000119787
F8WBS2	ENSG00000106603
F8WC16	ENSG00000152642
F8WC72	ENSG00000184220
F8WDE4	ENSG00000122678
F8WDG4	ENSG00000114491
F8WDU9	ENSG00000115486
F8WE27	ENSG00000163702
F8WEC0	ENSG00000168288
F8WEG7	ENSG00000168066
F8WEM9	ENSG00000272647
F8WF91	ENSG00000182504
Q67AU9	
V5NQY1	
A0A0B4J264	ENSG00000211816
X6R8D5	ENSG00000214732
A0A0B4J273	ENSG00000211813
H7C2R7	ENSG00000102172
H7C532	ENSG00000169359
H7C5J5	ENSG00000114450
A0A0U5Q221	
B4DM88	
C9IZ04	ENSG00000163605
C9IZP8	ENSG00000182326
C9J050	ENSG00000161217
C9J0X3	ENSG00000120913
C9J2J0	ENSG00000095794
C9J5G3	ENSG00000185565
C9J5H1	ENSG00000197566
C9J6S8	ENSG00000204344
C9J7Q7	ENSG00000115548
C9J867	ENSG00000172113
C9J9F0	ENSG00000213186
C9JBM0	ENSG00000116044
C9JD35	ENSG00000144362
C9JES6	ENSG00000134072
C9JF34	ENSG00000122678
C9JFW7	ENSG00000167595
C9JJG2	ENSG00000125630
C9JM66	ENSG00000137478
C9JME8	ENSG00000164776
C9JNL5	ENSG00000132330
C9JNQ3	ENSG00000161542
C9JP01	ENSG00000163933
C9JRD9	ENSG00000145191
C9JSE3	ENSG00000221829
C9JTC5	ENSG00000166478
C9JU00	ENSG00000171557
C9JU32	ENSG00000196482
C9JUM4	ENSG00000115380
C9JVM2	ENSG00000099904
C9JW34	ENSG00000163918
C9JXP7	ENSG00000155545
C9JY76	ENSG00000173402
C9K029	ENSG00000183773
C9K0M6	ENSG00000115694
C9K0R2	ENSG00000125247
F5H211	ENSG00000066427
F6M1S4	
Q5T418	ENSG00000132781
J3QL01	ENSG00000172809
J3QLJ9	ENSG00000154864
J3QR51	ENSG00000168461
J3QRK9	ENSG00000265690
B0QYC8	ENSG00000128283
B1APT5	ENSG00000171843
B4DE81	
B5MCC8	ENSG00000169884
B5MCP4	ENSG00000213626
B7ZBC9	ENSG00000186625
F6IQR6	
F6IR29	
J3KST2	ENSG00000184205
J3KT87	ENSG00000131748
J3QKK9	ENSG00000072210
J3QLG9	ENSG00000108654
J3QLK8	ENSG00000154655
J3QR78	ENSG00000266173
J3QRB3	ENSG00000143183
J3QRP0	ENSG00000166548
J3QS09	ENSG00000008283
J3QSA9	ENSG00000087191
Q5JU32	ENSG00000095370
Q5SW98	ENSG00000133056
Q5T2K3	ENSG00000134253
W8YSA8	
A0A140T9A9	ENSG00000228964
A0A024R806	
A0A024R939	
A0A024R9A9	
A0A090KF68	
A0A140KFU0	
A0A193CHR0	
B8ZZD2	ENSG00000204120
B8ZZY7	ENSG00000140264
E5RHG1	ENSG00000183808
E5RHJ8	ENSG00000079102
E9PC03	ENSG00000183305
E9PJS7	ENSG00000171492
E9PKE0	ENSG00000166444
E9PLB6	ENSG00000166444
E9PN10	ENSG00000147654
E9PNG2	ENSG00000119703
E9PP61	ENSG00000085117
E9PPP3	ENSG00000011405
E9PRL4	ENSG00000137699
G3V2P7	ENSG00000126214
Q86TA8	
U3PXW4	
A0A0A0MR25	ENSG00000066468
A8YQF0	
E9PI24	ENSG00000174996
E9PI58	ENSG00000166444
E9PI90	ENSG00000171202
E9PIP1	ENSG00000182919
E9PJF6	ENSG00000116337
E9PKR7	ENSG00000075826
E9PLF8	ENSG00000154237
E9PLQ0	ENSG00000149735
E9PLU9	ENSG00000197971
E9PN82	ENSG00000187609
E9PNU7	ENSG00000119714
E9PQ83	ENSG00000074201
E9PRS5	ENSG00000137710
E9PS62	ENSG00000126391
G3V2A0	ENSG00000090060
G3V571	ENSG00000137070
X6R433	ENSG00000081237
X6RJY0	ENSG00000156697
A0A1B0GWD8	ENSG00000152582
E7ENJ2	ENSG00000204580
E7EPF8	ENSG00000159692
E7EQR6	ENSG00000120438
E7ESL9	ENSG00000133612
E7EUL5	ENSG00000203326
E7EWK1	ENSG00000184470
E7EWZ0	ENSG00000147684
H7C372	ENSG00000183963
H7C3E5	ENSG00000180182
H7C5U1	ENSG00000113845
B4E187	
F6RY50	ENSG00000213445
H7C0E6	ENSG00000144048
H7C1K1	ENSG00000266967
H7C209	ENSG00000065413
H7C235	ENSG00000136699
H7C2L8	ENSG00000115211
H7C2M2	ENSG00000122678
H7C2P2	ENSG00000069188
H7C3J4	ENSG00000110076
H7C3J8	ENSG00000163029
H7C5M8	ENSG00000163539
Q9P0F5	
A0A1B3B2J6	
A0A1C3PHG3	
A0A024QZQ2	
A0A024R3P9	
A0A024RBW9	
A0A024RCY0	
A0A0A8WJX4	
B0I1R7	
B7Z3K4	
B7Z624	
H0Y360	ENSG00000116337
H0YBK1	ENSG00000169045
H0YBK3	ENSG00000104299
H0YCC0	ENSG00000150773
H0YID6	ENSG00000185640
H0YIH6	ENSG00000111145
H0YMP1	ENSG00000128951
H0YN95	ENSG00000129028
Q9H4N1	
A0A0X8XVK9	
A0A140T9V6	ENSG00000231286
A0A140T9W4	ENSG00000236271
H0Y4Z7	ENSG00000095321
H0Y5V3	ENSG00000215126
H0Y7M6	ENSG00000136856
H0YAQ7	ENSG00000156011
H0YAZ7	ENSG00000163116
H0YFH6	ENSG00000198178
H0YHA7	ENSG00000063177
H0YHQ7	ENSG00000076108
H0YHT5	ENSG00000203666
H0YI15	ENSG00000061273
H0YI27	ENSG00000166986
H0YKA8	ENSG00000138606
H0YLR3	ENSG00000131876
H0YNW9	ENSG00000137770
Q5JP02	ENSG00000102054
A0A0X1KG69	ENSG00000132849
B4DG61	
B4DIB6	
B4DWP7	
C9IYN9	ENSG00000135632
C9J541	ENSG00000132405
C9J624	ENSG00000112078
C9J7U9	ENSG00000136193
C9J7V2	ENSG00000144857
C9J9P1	ENSG00000163932
C9JA02	ENSG00000172954
C9JB63	ENSG00000198721
C9JBS2	ENSG00000025434
C9JFJ1	ENSG00000072682
C9JIS3	ENSG00000128242
C9JM38	ENSG00000149532
C9JTF2	ENSG00000172995
C9JUC1	ENSG00000114473
C9JVA3	ENSG00000186143
C9JXV0	ENSG00000067369
C9K011	ENSG00000144468
Q5QPJ7	ENSG00000197586
Q5QR54	
A0A024QZV9	
A0A024RDJ7	
A0A1C3PHJ4	
A0A1C7CYY0	ENSG00000075340
A0A1C9J6R3	
A2Q117	
B8ZZJ4	ENSG00000064989
C9IZW5	ENSG00000137266
C9J240	ENSG00000144290
C9J2A1	ENSG00000205356
C9J3D9	ENSG00000171295
C9J3W2	ENSG00000164850
C9J600	ENSG00000065328
C9J700	ENSG00000068001
C9JAA0	ENSG00000146966
C9JAQ6	ENSG00000164849
C9JE46	ENSG00000122584
C9JH89	ENSG00000169057
C9JXA2	ENSG00000044524
C9JZ54	ENSG00000076242
C9JZJ5	ENSG00000147381
E9PIW5	ENSG00000132781
E9PP25	ENSG00000135362
G3V4F5	ENSG00000066427
H9KV43	ENSG00000185842
A0A0A0MSI3	ENSG00000165983
A0A0A0MSR4	ENSG00000151702
A0A0A0MSW0	ENSG00000127481
A0A0A0MTC5	ENSG00000040341
B2RAU5	
C9J4R3	ENSG00000115687
E9KXV1	
E9KXX0	
F1CME6	
F5GY17	ENSG00000108352
F5GY77	ENSG00000111581
F5H0V4	ENSG00000175727
F5H1X6	ENSG00000085511
F5H364	ENSG00000111186
F5H367	ENSG00000130779
F5H5M1	ENSG00000185634
F5H6Z0	ENSG00000059758
F5H760	ENSG00000008394
F5H7A5	ENSG00000162129
U3KQU5	ENSG00000119862
U3KQU6	ENSG00000064601
A0A1B1CX49	
A0A1X9I4B7	
A0A024QZY0	
A0A024R498	
A0A024R5Z5	
A0A024R8G6	
A0A024RDM3	
A0A0A0MR47	ENSG00000171606
B7Z670	
B8ZZ51	ENSG00000014641
E9PDJ2	ENSG00000159200
E9PDQ5	ENSG00000102606
E9PFF2	ENSG00000163931
E9PGA7	ENSG00000114541
E9PJ55	ENSG00000176148
E9PKD6	ENSG00000143842
E9PKP0	ENSG00000172922
E9PKP2	ENSG00000196150
E9PLV9	ENSG00000092068
E9PMW2	ENSG00000175550
E9PPC2	ENSG00000147642
E9PQT8	ENSG00000112511
E9PRK5	ENSG00000117640
E9PRT9	ENSG00000110455
E9PSB7	ENSG00000175463
G3V297	ENSG00000171735
G3V2R9	ENSG00000140043
G3V318	ENSG00000258691
G3V3S3	ENSG00000183092
G3V499	ENSG00000080815
G3V4K3	ENSG00000151445
G3V4N6	ENSG00000100445
G3XA84	ENSG00000119630
Q8IZ97	
X6RJP6	ENSG00000158710
A0A1D0BZU4	
H0YAL1	ENSG00000182923
H0YCD1	ENSG00000155085
H0YH80	ENSG00000135486
H0YHU8	ENSG00000075856
A0A0A0MSK5	ENSG00000143337
C9J4Q7	ENSG00000122557
C9JGN2	ENSG00000099917
U3KPX3	ENSG00000113712
U3KQ06	ENSG00000125967
U3KQB2	ENSG00000137185
A0A1B0GXL9	ENSG00000112561
A8K601	
A8K823	
A8MUM1	ENSG00000032389
A8MW49	ENSG00000163586
B1AMS9	ENSG00000101972
E5RIX3	ENSG00000104490
F6IQQ1	
H0Y7Z9	ENSG00000142949
H0YFE9	ENSG00000111731
H0YG54	ENSG00000076043
I3L1A3	ENSG00000171490
I3L1J5	ENSG00000177294
I3L297	ENSG00000167193
I3L2C7	ENSG00000179409
I3L2K2	ENSG00000169344
I3L2W6	ENSG00000040633
I3L428	ENSG00000186532
I3L470	ENSG00000103249
I3L4K7	ENSG00000108559
I3L4R4	ENSG00000108924
I3ZN85	
Q53SM6	
S5DHR6	
X5D2X0	
A0A1C9UPQ6	
A0A1D0BST9	
B2R806	
B2RWP2	
E5RHZ8	ENSG00000161813
H0Y3U5	ENSG00000163331
H0Y532	ENSG00000143416
H0Y5H9	ENSG00000206073
H0Y5Y2	ENSG00000116679
H0YAU1	ENSG00000174705
H0YB08	ENSG00000197226
H0YB91	ENSG00000010404
H0YBH6	ENSG00000104613
H0YBX7	ENSG00000104231
H0YCA3	ENSG00000149182
H0YCN8	ENSG00000197580
H0YCR9	ENSG00000172638
H0YFK5	ENSG00000060237
H0YIT1	ENSG00000184752
Q5JT55	ENSG00000092607
A0A087WSV7	ENSG00000176222
A0A087WV48	ENSG00000274322
A0A087WVC7	ENSG00000271425
A0A087WY01	ENSG00000259803
A0A087WY28	ENSG00000123240
A0A087WY57	ENSG00000133243
A0A087X0Q1	ENSG00000185728
A0PCH7	
A2MYD2	
B0QYH1	ENSG00000159873
B0QYK5	ENSG00000186998
G3FDP4	
H0Y380	ENSG00000142949
H0Y3Q1	ENSG00000214376
H0Y797	ENSG00000167074
H0Y9H4	ENSG00000083857
H0YD63	ENSG00000149582
H0YD68	ENSG00000122417
H0YFS4	ENSG00000111203
H0YFZ6	ENSG00000107186
H0YJW2	ENSG00000100519
H0YK30	ENSG00000156958
H0YKX9	ENSG00000182718
H0YMS4	ENSG00000137843
H0YN84	ENSG00000078304
H0YNM7	ENSG00000100884
H3BNB9	ENSG00000166233
H3BSA1	ENSG00000070770
H7CHW4	
H7CHW9	
Q206J8	
Q5T3R7	ENSG00000107937
Q5W0W2	ENSG00000107104
R4GNG6	ENSG00000170035
S5DI50	
V9H0H3	
X5D2R5	
A0A087WSZ6	ENSG00000187630
A0A087WU93	ENSG00000006125
A0A087WUW1	ENSG00000255154
A0A087WW51	ENSG00000198363
A0A087WW59	ENSG00000187479
A0A087WXQ2	ENSG00000153774
A0A087WYI6	ENSG00000272398
A0A087X0R0	ENSG00000147050
A0A087X1I5	ENSG00000188171
A0A087X1T2	ENSG00000198911
E5RK22	ENSG00000177182
E5RK51	ENSG00000065609
R4GMV4	ENSG00000176978
R4GN66	ENSG00000103549
V9GYD4	ENSG00000085185
A0A1G4HPT5	
A0A0A0MS73	ENSG00000140265
A0A0A0MSS8	ENSG00000196139
A0A0A0MT99	ENSG00000211678
C9JGJ2	ENSG00000072210
F0VRV9	
F4NC13	
F5GZR8	ENSG00000073614
F5H0R8	ENSG00000151491
F5H0U9	ENSG00000095777
F5H157	ENSG00000111737
F5H249	ENSG00000198598
F5H4H0	ENSG00000127314
F5H4P9	ENSG00000118507
U3KQ51	ENSG00000169554
X1WI28	ENSG00000147403
A0A087X2H1	ENSG00000092148
A0A1L5LC40	
C7C5U0	
C7ENH9	
E5RFR2	ENSG00000155897
H7C059	ENSG00000197548
H7C0X8	ENSG00000042493
Q0ZCG6	
Q6NT96	
Q6P5V6	
Q6PJ43	
Q8HWG0	
W0G8I7	
A1L4F5	
A8K9A4	
A8MZ24	ENSG00000157554
E5RFG4	ENSG00000063438
E5RIT0	ENSG00000169490
F6IQA7	
H0YGT6	ENSG00000140853
H0YJW0	ENSG00000176473
H0YLF9	ENSG00000156958
H0YN19	ENSG00000104177
I3L073	ENSG00000241322
I3L187	ENSG00000040199
I3L1E8	ENSG00000183048
I3L1G0	ENSG00000158865
I3L1K0	ENSG00000140987
I3L2P7	ENSG00000179583
I3L2X7	ENSG00000141577
I3L4L3	ENSG00000167720
I3NI18	ENSG00000141258
J3QT34	ENSG00000069020
Q5JPR8	ENSG00000172943
Q5T1B5	ENSG00000068383
Q5T8D2	ENSG00000136758
A0A1U9X7C9	
A0A1U9X7Y0	
